Timestamp[nanosec],fx[px],fy[px],Frame No.,Exposure time[nanosec],Sensor frame duration[nanosec],Frame readout time[nanosec],ISO,Focal length,Focus distance,AF mode
5043955409984,2836.0657,2836.0657,45222,2898550,33333333,11896875,65,6.92,0.5117707,1
5043988704724,2836.0657,2836.0657,45223,2898550,33333333,11896875,65,6.92,0.5117707,1
5044021999464,2836.0657,2836.0657,45224,2898550,33333333,11896875,65,6.92,0.5117707,1
5044055294203,2836.0657,2836.0657,45225,2898550,33333333,11896875,65,6.92,0.5117707,1
5044088588891,2836.0657,2836.0657,45226,2898550,33333333,11896875,65,6.92,0.5117707,1
5044121883630,2836.0657,2836.0657,45227,2898550,33333333,11896875,65,6.92,0.5117707,1
5044155178370,2836.0657,2836.0657,45228,2898550,33333333,11896875,65,6.92,0.5117707,1
5044188473109,2836.0657,2836.0657,45229,2898550,33333333,11896875,65,6.92,0.5117707,1
5044221767797,2836.0657,2836.0657,45230,2898550,33333333,11896875,65,6.92,0.5117707,1
5044255062536,2836.0657,2836.0657,45231,2898550,33333333,11896875,65,6.92,0.5117707,1
5044288357276,2836.0657,2836.0657,45232,2898550,33333333,11896875,65,6.92,0.5117707,1
5044321652016,2836.0657,2836.0657,45233,2898550,33333333,11896875,65,6.92,0.5117707,1
