Timestamp[nanosec], gx[rad/s], gy[rad/s], gz[rad/s], ax[m/s^2], ay[m/s^2], az[m/s^2]
5052531344219,0.13805544,0.11797326,0.0297033,0.44057846,9.761221,0.7109674
5052533880573,0.13561198,0.11980586,0.03214676,0.3807579,9.682258,0.69900334
5052536416875,0.13500112,0.12224931,0.032757625,0.36161533,9.610473,0.6870392
5052538953229,0.13125958,0.12408191,0.032757625,0.3472584,9.5506525,0.663111
5052541489584,0.12568542,0.12835796,0.033979353,0.30418757,9.526724,0.64636123
5052544025938,0.118889555,0.13080142,0.03581195,0.28025934,9.462118,0.62961143
5052546562292,0.11209369,0.13324489,0.03642281,0.27786654,9.447762,0.62482584
5052549098646,0.10468695,0.13691007,0.037033677,0.29461628,9.36162,0.62721866
5052551635000,0.092927806,0.14057526,0.03886627,0.29461628,9.36162,0.62721866
5052554171354,0.08300125,0.14546217,0.040088,0.30418757,9.308977,0.6559325
5052556707709,0.076816246,0.1485165,0.040088,0.30418757,9.308977,0.6559325
5052559244063,0.06696605,0.15218168,0.041920595,0.325723,9.330513,0.65353966
5052561780417,0.056428634,0.155236,0.041920595,0.325723,9.330513,0.65353966
5052564316771,0.045280352,0.1589012,0.04130973,0.31615168,9.335299,0.663111
5052566853125,0.037262753,0.16134466,0.04130973,0.3281158,9.349655,0.6583253
5052569389479,0.028634287,0.16378812,0.041920595,0.34965122,9.373584,0.6511469
5052571925834,0.021838415,0.16684245,0.043753188,0.40947178,9.442975,0.63918275
5052574462188,0.012522728,0.16623157,0.04253146,0.44057846,9.495618,0.61764735
5052576998542,0.0045051277,0.1674533,0.04130973,0.44057846,9.495618,0.61764735
5052579534896,-0.002290743,0.1674533,0.040698867,0.4764708,9.574581,0.63918275
5052582071250,-0.0066431547,0.16806418,0.040698867,0.5171488,9.615258,0.62721866
5052584607604,-0.010995566,0.16562071,0.040088,0.5697909,9.756435,0.6415756
5052587143906,-0.015958842,0.16439898,0.039477136,0.5697909,9.756435,0.6415756
5052589680313,-0.0184023,0.16134466,0.035201084,0.58654064,9.816256,0.63918275
5052592216615,-0.022143848,0.1589012,0.032757625,0.66071814,9.98136,0.6511469
5052594752969,-0.022754714,0.15584688,0.03214676,0.66071814,9.98136,0.6511469
5052597289323,-0.023976443,0.15157083,0.030314164,0.7109674,10.043574,0.6678966
5052599825677,-0.026419902,0.1466839,0.027870705,0.7372885,10.115358,0.6750751
5052602362031,-0.028328855,0.14118612,0.02481638,0.7468598,10.177572,0.6750751
5052604898386,-0.028328855,0.13568833,0.021762058,0.76600236,10.31157,0.69182485
5052607434740,-0.028328855,0.13080142,0.019929463,0.79710907,10.397712,0.6870392
5052609971094,-0.027641632,0.12652537,0.015042545,0.79471624,10.445568,0.6966105
5052612507448,-0.026419902,0.12102758,0.012599086,0.79471624,10.445568,0.6966105
5052615043802,-0.021456625,0.11308634,0.007101303,0.8066803,10.5436735,0.72771716
5052617580156,-0.015958842,0.10636683,0.004657844,0.8066803,10.5436735,0.72771716
5052620116511,-0.009086614,0.100869045,-0.0020616686,0.7755736,10.6681,0.73489565
5052622652865,-0.0016798781,0.09414954,-0.0063377223,0.7396813,10.672886,0.74207413
5052625189219,0.0075594517,0.08926262,-0.010002911,0.7396813,10.672886,0.74207413
5052627725573,0.014355322,0.08681916,-0.014889829,0.7325028,10.689636,0.7492526
5052630261927,0.02611447,0.083764836,-0.018555017,0.73011,10.715957,0.8282157
5052632798281,0.035430156,0.083764836,-0.022831071,0.7085746,10.7016,0.93589276
5052635334636,0.052076224,0.084375694,-0.024663666,0.64875406,10.6154585,1.0603195
5052637870990,0.06696605,0.08315397,-0.027107125,0.5913263,10.51496,1.1919248
5052640407344,0.08796453,0.08193224,-0.025885396,0.55782676,10.455139,1.2397813
5052642943646,0.109039366,0.076434456,-0.02527453,0.5386842,10.4001045,1.2182459
5052645480052,0.1262963,0.07154754,-0.023441937,0.43579283,10.395319,1.0076774
5052648016354,0.13744457,0.066049755,-0.019776747,0.41665024,10.402497,0.8952148
5052650552709,0.14301872,0.06421716,-0.017944153,0.4118646,10.409676,0.8330014
5052653089063,0.14301872,0.06482802,-0.014278964,0.4118646,10.409676,0.8330014
5052655625417,0.14057526,0.06666062,-0.014278964,0.40947178,10.368998,0.8138588
5052658161771,0.13996439,0.069104075,-0.015500694,0.42382872,10.301999,0.87367934
5052660698125,0.14240785,0.07154754,-0.017944153,0.40468612,10.177572,0.94307125
5052663234479,0.14546217,0.07093667,-0.017944153,0.40468612,10.177572,0.94307125
5052665770834,0.14737113,0.07032581,-0.018555017,0.39750767,10.105787,0.9933205
5052668307188,0.14981459,0.06788235,-0.019776747,0.39750767,10.105787,0.9933205
5052670843542,0.15164718,0.06421716,-0.019776747,0.38554356,10.084252,1.0316057
5052673379896,0.15042545,0.062995434,-0.019776747,0.34247273,10.04836,1.0962119
5052675916250,0.15042545,0.062384564,-0.017333288,0.34247273,10.04836,1.0962119
5052678452604,0.14920372,0.06360629,-0.017944153,0.34247273,10.041182,1.0962119
5052680988959,0.14798199,0.06849321,-0.015500694,0.34247273,10.041182,1.0962119
5052683525313,0.14485131,0.07093667,-0.014278964,0.30897322,10.007682,1.0914263
5052686061667,0.14179699,0.07399099,-0.01244637,0.25393832,10.053145,1.0220344
5052688598021,0.13805544,0.07704532,-0.009392046,0.2204388,10.069895,0.9957133
5052691134375,0.13744457,0.07887791,-0.0045051277,0.2204388,10.069895,0.9957133
5052693670729,0.13377939,0.08009964,-0.0020616686,0.2324029,10.160822,0.9382856
5052696207084,0.13248129,0.08132137,9.926553E-4,0.2324029,10.160822,0.9382856
5052698743438,0.13003784,0.083764836,0.004657844,0.21565314,10.187143,0.9550353
5052701279740,0.13003784,0.085597426,0.008323032,0.21565314,10.187143,0.9550353
5052703816094,0.13187043,0.08681916,0.011988222,0.18693927,10.225429,0.9813564
5052706352448,0.13500112,0.088651754,0.014431681,0.20368902,10.244571,0.9909277
5052708888802,0.14179699,0.09048434,0.014431681,0.20368902,10.306785,1.0387841
5052711425156,0.14981459,0.092927806,0.015653409,0.2108675,10.330712,1.1033903
5052713961511,0.15538873,0.09414954,0.018707734,0.21565314,10.357034,1.1536397
5052716497865,0.16279547,0.097814724,0.01687514,0.22761725,10.373783,1.1799606
5052719034219,0.17150028,0.099036455,0.019929463,0.18693927,10.407283,1.2062817
5052721570573,0.17707443,0.10147991,0.021151192,0.14386846,10.397712,1.2038889
5052724106927,0.18448116,0.10392337,0.022983788,0.13429718,10.395319,1.1799606
5052726643281,0.19005531,0.1051451,0.024205517,0.1271187,10.357034,1.1560324
5052729179636,0.19066617,0.106977694,0.027259842,0.1271187,10.357034,1.1560324
5052731715990,0.19494222,0.11003202,0.029092435,0.1582254,10.368998,1.148854
5052734252344,0.19868377,0.11064288,0.03214676,0.14147563,10.37139,1.1416755
5052736788698,0.1962403,0.11369721,0.033979353,0.12233306,10.366605,1.1057831
5052739325052,0.19372049,0.11675153,0.035201084,0.13908282,10.34507,1.093819
5052741861406,0.1918879,0.12041672,0.035201084,0.14147563,10.323534,1.0627123
5052744397761,0.1875355,0.12102758,0.037033677,0.13190435,10.31157,1.0483555
5052746934115,0.18509203,0.124692775,0.03886627,0.117547415,10.254143,1.0220344
5052749470469,0.18073961,0.12896882,0.03886627,0.13908282,10.203893,0.98853487
5052752006823,0.17707443,0.13263401,0.043753188,0.13908282,10.203893,0.98853487
5052754543177,0.1683696,0.13568833,0.04497492,0.13190435,10.208678,0.9813564
5052757079531,0.16592614,0.13874267,0.05108357,0.13908282,10.177572,0.959821
5052759615886,0.15913028,0.14057526,0.05413789,0.16779669,10.112966,0.93589276
5052762152188,0.15722132,0.14424044,0.05780308,0.16779669,10.112966,0.93589276
5052764688542,0.15164718,0.14546217,0.06146827,0.1893321,10.093823,0.92153585
5052767224896,0.14798199,0.14729477,0.06818778,0.1893321,10.093823,0.92153585
5052769761250,0.14301872,0.1485165,0.0712421,0.2515455,10.096216,0.88325065
5052772297604,0.14118612,0.14912736,0.07551816,0.27786654,10.12493,0.87607217
5052774833959,0.13683371,0.14912736,0.08040508,0.2970091,10.115358,0.86171526
5052777370313,0.13622284,0.14729477,0.0834594,0.2970091,10.115358,0.86171526
5052779906667,0.13500112,0.1466839,0.087124586,0.3592225,10.122537,0.81625164
5052782443021,0.13377939,0.14362958,0.090178914,0.4142574,10.136894,0.80189466
5052784979375,0.13377939,0.14118612,0.0938441,0.45732823,10.158429,0.79471624
5052787515729,0.13248129,0.13874267,0.09262237,0.5075775,10.153644,0.79471624
5052790052084,0.13805544,0.13629921,0.093233235,0.55304116,10.153644,0.80189466
5052792588438,0.14179699,0.13263401,0.09262237,0.55304116,10.153644,0.80189466
5052795124792,0.14859286,0.12713623,0.093233235,0.5697909,10.151251,0.79950184
5052797661146,0.1523344,0.12286018,0.093233235,0.581755,10.168001,0.79710907
5052800197500,0.160352,0.117362395,0.09445497,0.58654064,10.151251,0.7899306
5052802733854,0.16653702,0.11186461,0.0956767,0.5769694,10.136894,0.79710907
5052805270209,0.16959134,0.10636683,0.0938441,0.59611195,10.122537,0.7683952
5052807806563,0.17829616,0.10025818,0.09445497,0.5841478,10.089038,0.7612167
5052810342917,0.18325943,0.09537126,0.093233235,0.5841478,10.089038,0.7612167
5052812879271,0.19005531,0.09048434,0.0938441,0.5721837,10.036395,0.73011
5052815415625,0.19562945,0.08498656,0.0938441,0.5721837,10.036395,0.73011
5052817951979,0.19929464,0.082543105,0.09506583,0.53629136,9.926326,0.7372885
5052820488281,0.20364705,0.07887791,0.09445497,0.5027919,9.892826,0.7325028
5052823024636,0.20731224,0.07460186,0.09445497,0.5027919,9.892826,0.7325028
5052825560990,0.20983206,0.07276927,0.0938441,0.4429713,9.8066845,0.73489565
5052828097344,0.21166465,0.06971494,0.093233235,0.4429713,9.8066845,0.73489565
5052830633698,0.21349724,0.07154754,0.09628756,0.39511484,9.775578,0.78035927
5052833170052,0.21479532,0.06971494,0.09812015,0.3472584,9.742078,0.7683952
5052835706406,0.21288638,0.06849321,0.09995275,0.30897322,9.710972,0.7612167
5052838242761,0.21166465,0.06971494,0.102396205,0.26829523,9.653543,0.8042875
5052840779115,0.20799945,0.07093667,0.10545053,0.2324029,9.646365,0.8042875
5052843315469,0.20609051,0.0721584,0.106672265,0.19651055,9.60808,0.8258229
5052845851823,0.20181446,0.07399099,0.10728313,0.16540386,9.545867,0.8258229
5052848388177,0.19746204,0.07826705,0.11217005,0.17736799,9.545867,0.8497511
5052850924531,0.19310963,0.08071051,0.11217005,0.14386846,9.521938,0.86171526
5052853460886,0.18814635,0.08315397,0.1164461,0.07208378,9.466904,0.8952148
5052855997240,0.18570289,0.08926262,0.118889555,0.07208378,9.466904,0.8952148
5052858533594,0.17890702,0.09231694,0.12194388,0.07208378,9.493225,0.87367934
5052861069948,0.17577635,0.097814724,0.124998204,0.055334024,9.457333,0.87367934
5052863606302,0.16959134,0.1051451,0.12744166,0.04336991,9.447762,0.8880363
5052866142656,0.16531529,0.11003202,0.130496,0.007477571,9.440582,0.89042914
5052868679011,0.16096286,0.11491894,0.1353829,0.007477571,9.440582,0.89042914
5052871215365,0.15661046,0.12102758,0.13782637,0.029012974,9.4070835,0.9000004
5052873751719,0.15355614,0.12713623,0.14149155,0.014656039,9.426226,0.89760756
5052876288073,0.14676027,0.13141228,0.14454588,0.024227329,9.390333,0.89042914
5052878824427,0.14240785,0.13629921,0.14821106,0.048155557,9.380762,0.9000004
5052881360729,0.13805544,0.13935353,0.14882194,0.0840479,9.42144,0.9550353
5052883897136,0.13439025,0.14301872,0.15309799,0.0840479,9.42144,0.9550353
5052886433438,0.13125958,0.14790563,0.15615231,0.10797612,9.4070835,0.9933205
5052888969792,0.12759438,0.15157083,0.15859577,0.16061822,9.426226,1.0316057
5052891506146,0.12507457,0.15401429,0.1579849,0.16061822,9.426226,1.0316057
5052894042500,0.1226311,0.15645774,0.16042836,0.17497516,9.495618,1.000499
5052896578854,0.12202024,0.15829034,0.16287182,0.17497516,9.495618,1.000499
5052899115209,0.1164461,0.16073379,0.16226095,0.25633112,9.524331,0.94785684
5052901651563,0.11148282,0.16073379,0.16409355,0.25633112,9.524331,0.94785684
5052904187917,0.107741274,0.16134466,0.16226095,0.31615168,9.557831,0.96460664
5052906724271,0.10346522,0.16195552,0.16042836,0.31615168,9.557831,0.96460664
5052909260625,0.09850194,0.16195552,0.15859577,0.35443684,9.572187,0.9741779
5052911796979,0.09537126,0.16195552,0.15370885,0.37357944,9.565009,0.9693923
5052914333334,0.09353867,0.16073379,0.15248711,0.37836507,9.574581,0.94785684
5052916869688,0.08796453,0.15829034,0.1494328,0.40947178,9.60808,0.9071789
5052919406042,0.081779525,0.155236,0.14515674,0.3711866,9.629616,0.84017986
5052921942396,0.075594515,0.14973822,0.14271328,0.35204405,9.643972,0.79710907
5052924478750,0.07002038,0.1466839,0.13965896,0.35204405,9.643972,0.79710907
5052927015104,0.06696605,0.14424044,0.13843723,0.35204405,9.643972,0.79710907
5052929551459,0.06017018,0.14118612,0.1372155,0.325723,9.746864,0.78035927
5052932087813,0.055817768,0.13935353,0.13477205,0.325723,9.746864,0.78035927
5052934624167,0.050243627,0.1381318,0.13171771,0.32333016,9.77797,0.8210373
5052937160521,0.0490219,0.13874267,0.12744166,0.27786654,9.775578,0.87367934
5052939696875,0.04963276,0.1381318,0.12560907,0.27786654,9.813863,0.89760756
5052942233177,0.05146536,0.13752094,0.12377647,0.19411774,9.840184,1.0124631
5052944769584,0.052076224,0.13874267,0.12011129,0.19411774,9.840184,1.0124631
5052947305886,0.055817768,0.1381318,0.118889555,0.14147563,9.8473625,1.1105688
5052949842240,0.058261227,0.14118612,0.11827869,0.14147563,9.8473625,1.1105688
5052952378594,0.062613636,0.14362958,0.11827869,0.112761766,9.8473625,1.1512468
5052954914948,0.06513346,0.14485131,0.11766783,0.019441685,9.8473625,1.2445669
5052957451302,0.07131846,0.14912736,0.1164461,0.019441685,9.8473625,1.2445669
5052959987656,0.07498365,0.15340342,0.117056966,-0.011665011,9.837791,1.270888
5052962524011,0.07994693,0.15829034,0.11522437,-0.04516453,9.840184,1.2996018
5052965060365,0.083612114,0.16317725,0.1164461,-0.090628155,9.809077,1.3067802
5052967596719,0.086742796,0.16928591,0.115835235,-0.13609178,9.78515,1.2948161
5052970133073,0.08796453,0.17478369,0.11827869,-0.13609178,9.78515,1.2948161
5052972669427,0.08918626,0.18211406,0.11827869,-0.15284155,9.739685,1.2804592
5052975205781,0.08796453,0.1882227,0.118889555,-0.16719848,9.720543,1.2684951
5052977742136,0.08735366,0.19494222,0.11766783,-0.200698,9.715757,1.2804592
5052980278490,0.08613193,0.20288347,0.12133302,-0.21984059,9.651151,1.2230315
5052982814844,0.08239039,0.21082471,0.118889555,-0.23659034,9.612865,1.2134602
5052985351198,0.07811433,0.21754421,0.12072215,-0.23659034,9.612865,1.2134602
5052987887552,0.07315106,0.22426373,0.12072215,-0.20309082,9.588938,1.2182459
5052990423906,0.06879865,0.23098324,0.12072215,-0.22462623,9.565009,1.2134602
5052992960261,0.06139191,0.23831362,0.12011129,-0.24376881,9.5506525,1.2230315
5052995496615,0.05459604,0.24442227,0.11827869,-0.24376881,9.5506525,1.2230315
5052998032969,0.048411034,0.2511418,0.11950042,-0.1911267,9.517153,1.2397813
5053000569323,0.042226028,0.2560287,0.118889555,-0.1911267,9.517153,1.2397813
5053003105677,0.037262753,0.26213735,0.11766783,-0.17916259,9.502796,1.2780664
5053005642031,0.028634287,0.26702428,0.1164461,-0.17676978,9.495618,1.2780664
5053008178386,0.02489274,0.27252206,0.11522437,-0.1576272,9.500403,1.2996018
5053010714688,0.020540329,0.2786307,0.112780906,-0.12891331,9.490832,1.3139588
5053013251042,0.015653409,0.28351763,0.112780906,-0.102592275,9.517153,1.3211372
5053015787396,0.013744458,0.28779367,0.11094832,-0.10737792,9.517153,1.3019946
5053018323750,0.010079269,0.29023713,0.11094832,-0.07627122,9.486046,1.297209
5053020860104,0.008781182,0.2939023,0.11033745,-0.07627122,9.486046,1.297209
5053023396459,0.0063377223,0.29817837,0.108504854,-0.059521463,9.5099745,1.2924234
5053025932813,0.005726857,0.30184355,0.1060614,-0.059521463,9.5099745,1.2924234
5053028469167,0.005726857,0.30550876,0.10789399,-0.059521463,9.5099745,1.2924234
5053031005521,0.003894263,0.3079522,0.10911572,0.019441685,9.545867,1.2445669
5053033541875,0.0019853106,0.31100652,0.10789399,0.045762733,9.574581,1.2182459
5053036078229,0.0019853106,0.31222826,0.10728313,0.08644072,9.553045,1.2110673
5053038614584,-4.581486E-4,0.31467173,0.1060614,0.112761766,9.560224,1.215853
5053041150938,7.6358096E-4,0.3171152,0.10483967,0.117547415,9.572187,1.2038889
5053043687292,-4.581486E-4,0.31467173,0.1042288,0.16061822,9.584152,1.2062817
5053046223646,0.0013744457,0.31528258,0.102396205,0.1893321,9.603294,1.2110673
5053048760000,1.527162E-4,0.31528258,0.102396205,0.22761725,9.620045,1.1847463
5053051296354,-4.581486E-4,0.3116174,0.099341884,0.2324029,9.612865,1.1536397
5053053832709,-0.0054214248,0.31039566,0.0956767,0.27786654,9.6224375,1.1679965
5053056369063,-0.0041996953,0.30917394,0.093233235,0.35204405,9.655936,1.1201401
5053058905417,-0.0060322895,0.30611962,0.09078978,0.35204405,9.655936,1.1201401
5053061441771,-0.0072540194,0.30367616,0.085292,0.3592225,9.64158,1.1249257
5053063978125,-0.009086614,0.29878923,0.08223767,0.38793638,9.653543,1.122533
5053066514479,-0.0097738365,0.29512405,0.077961616,0.38554356,9.660723,1.1057831
5053069050781,-0.013439025,0.29023713,0.07185297,0.42861435,9.679865,1.1249257
5053071587188,-0.017180571,0.28596106,0.065744326,0.42622152,9.687043,1.093819
5053074123490,-0.021456625,0.28107417,0.06207913,0.42861435,9.6942215,1.0890334
5053076659844,-0.022754714,0.27557638,0.05535962,0.41665024,9.703794,1.1009976
5053079196198,-0.025198173,0.27130032,0.04925097,0.41665024,9.713365,1.0986047
5053081732552,-0.028328855,0.26763514,0.044364054,0.41665024,9.713365,1.0986047
5053084268906,-0.03138318,0.2627482,0.039477136,0.4214359,9.742078,1.1129616
5053086805261,-0.037568185,0.2578613,0.03214676,0.4214359,9.742078,1.1129616
5053089341615,-0.04130973,0.25358525,0.028481571,0.39032918,9.742078,1.1440684
5053091877969,-0.04497492,0.24930918,0.02481638,0.37597227,9.78515,1.1512468
5053094414323,-0.053068876,0.24625486,0.019929463,0.35682967,9.813863,1.1895319
5053096950677,-0.05986475,0.24197881,0.015653409,0.35682967,9.813863,1.1895319
5053099487031,-0.06666062,0.23953535,0.012599086,0.35443684,9.830613,1.1775678
5053102023386,-0.07284562,0.23648103,0.010155627,0.3687938,9.852148,1.2326027
5053104559740,-0.0796415,0.2334267,0.0064904382,0.3687938,9.852148,1.2326027
5053107096094,-0.08704823,0.22976151,0.0034361144,0.35204405,9.885648,1.2254243
5053109632448,-0.09445497,0.22792892,-8.3993905E-4,0.3400799,9.931111,1.2445669
5053112168802,-0.10254893,0.22548546,-0.0020616686,0.33529428,9.967004,1.2445669
5053114705156,-0.10682498,0.22426373,-0.005726857,0.30897322,10.010075,1.2541381
5053117241511,-0.11117739,0.22059855,-0.008170316,0.32093734,10.043574,1.242174
5053119777865,-0.11675153,0.21998768,-0.010613776,0.36400816,10.1033945,1.2254243
5053122314219,-0.12041672,0.21693335,-0.010002911,0.33529428,10.129716,1.23021
5053124850573,-0.12110394,0.21387903,-0.011835505,0.33529428,10.129716,1.23021
5053127386927,-0.12232567,0.21204643,-0.014278964,0.33529428,10.129716,1.23021
5053129923281,-0.12171481,0.21021384,-0.015500694,0.39511484,10.203893,1.270888
5053132459636,-0.11675153,0.20715952,-0.016722424,0.40947178,10.282856,1.2637094
5053134995990,-0.11362085,0.20654866,-0.016111558,0.40947178,10.282856,1.2637094
5053137532344,-0.10995566,0.20288347,-0.016722424,0.41904306,10.318748,1.2517453
5053140068698,-0.10315979,0.19982915,-0.015500694,0.4429713,10.342677,1.2732807
5053142605052,-0.09636392,0.19616395,-0.016111558,0.4429713,10.378569,1.2661023
5053145141354,-0.08704823,0.19310963,-0.015500694,0.51236314,10.383355,1.2493526
5053147677709,-0.0796415,0.18761185,-0.016722424,0.51475596,10.409676,1.2517453
5053150214063,-0.0716239,0.18150319,-0.016111558,0.57457656,10.42164,1.1656038
5053152750417,-0.06169734,0.17783801,-0.016111558,0.57457656,10.42164,1.1656038
5053155286771,-0.05177079,0.17050762,-0.017333288,0.60807604,10.416854,1.1632109
5053157823125,-0.04130973,0.16317725,-0.017333288,0.66071814,10.416854,1.0698909
5053160359479,-0.03199404,0.15462515,-0.018555017,0.66071814,10.416854,1.0698909
5053162895834,-0.022754714,0.1485165,-0.018555017,0.70378894,10.4001045,1.0411769
5053165432188,-0.013439025,0.13874267,-0.019776747,0.72053874,10.4001045,0.9693923
5053167968542,-0.0060322895,0.13080142,-0.022831071,0.7396813,10.37139,0.94785684
5053170504896,0.0045051277,0.12224931,-0.0240528,0.7157531,10.318748,0.89760756
5053173041250,0.010690134,0.11308634,-0.0240528,0.7325028,10.273285,0.8066803
5053175577604,0.0193186,0.10575596,-0.024663666,0.7325028,10.273285,0.8066803
5053178113959,0.025503604,0.094760396,-0.02649626,0.7516454,10.156036,0.77318084
5053180650313,0.033521205,0.08620829,-0.027717989,0.7516454,10.156036,0.77318084
5053183186667,0.03970621,0.07704532,-0.029550584,0.7325028,10.098609,0.7468598
5053185723021,0.044669487,0.06788235,-0.030161448,0.73011,10.057931,0.71336025
5053188259375,0.04780017,0.059941106,-0.03138318,0.7109674,9.95504,0.7253244
5053190795729,0.052076224,0.051999863,-0.03138318,0.71336025,9.911968,0.7396813
5053193332084,0.057650365,0.04405862,-0.03138318,0.66071814,9.861719,0.7325028
5053195868438,0.062613636,0.035506517,-0.032604907,0.6655038,9.773185,0.7636095
5053198404792,0.06444623,0.027565273,-0.033826638,0.62961143,9.64158,0.7683952
5053200941146,0.067576915,0.020234896,-0.033826638,0.62961143,9.64158,0.7683952
5053203477500,0.07002038,0.011682789,-0.034437504,0.60329044,9.572187,0.7755736
5053206013854,0.073761925,0.0074067353,-0.036270097,0.5626124,9.5099745,0.7612167
5053208550209,0.072540194,0.0019089525,-0.03565923,0.49322057,9.395119,0.77318084
5053211086563,0.075594515,-0.0035888306,-0.034437504,0.45014977,9.280264,0.7612167
5053213622917,0.07131846,-0.008475749,-0.03565923,0.45014977,9.280264,0.7612167
5053216159219,0.06635518,-0.010919208,-0.036880963,0.42622152,9.203693,0.7372885
5053218695573,0.06139191,-0.013362667,-0.034437504,0.40468612,9.129516,0.770788
5053221231927,0.053985175,-0.013362667,-0.030772313,0.31615168,8.957232,0.86171526
5053223768281,0.045280352,-0.013362667,-0.028328855,0.22522444,8.761021,0.9023932
5053226304636,0.03848448,-0.013973532,-0.0240528,0.22522444,8.761021,0.9023932
5053228840990,0.03046688,-0.016416991,-0.022220206,0.22522444,8.761021,0.9023932
5053231377344,0.02367101,-0.021303909,-0.016722424,0.19651055,8.696415,0.89042914
5053233913698,0.011300999,-0.027412556,-0.0112246405,0.15104693,8.653344,0.74207413
5053236450052,-4.581486E-4,-0.03291034,-0.0063377223,0.15104693,8.653344,0.74207413
5053238986406,-0.017180571,-0.03657553,-0.0026725335,0.117547415,8.636594,0.6798607
5053241522761,-0.038789913,-0.034742933,-2.290743E-4,0.11515459,8.670094,0.65353966
5053244059115,-0.06108648,-0.03291034,3.8179048E-4,0.11515459,8.679665,0.6367899
5053246595469,-0.08086322,-0.029856017,0.0022143847,0.10797612,8.691629,0.65353966
5053249131823,-0.101250835,-0.027412556,0.005268709,0.10079765,8.672486,0.689432
5053251668177,-0.1155298,-0.029856017,0.004657844,0.09122636,8.665308,0.7540382
5053254204531,-0.13034327,-0.03413207,0.0040469794,0.09122636,8.665308,0.7540382
5053256740886,-0.14026983,-0.03901899,0.0028252497,0.12951152,8.7012005,0.79471624
5053259277240,-0.15263984,-0.04085158,0.0028252497,0.16301104,8.737093,0.8641081
5053261813594,-0.15882485,-0.043905906,0.00160352,0.17018951,8.816056,0.9502497
5053264349948,-0.17119485,-0.045127634,-0.0020616686,0.17018951,8.816056,0.9502497
5053266886302,-0.17982332,-0.044516772,-0.0032833982,0.16540386,8.890233,0.959821
5053269422656,-0.19219333,-0.04696023,-0.0063377223,0.18215363,8.933304,0.93349993
5053271959011,-0.19960007,-0.0457385,-0.010002911,0.16540386,9.007482,0.9095717
5053274495365,-0.21197008,-0.048792824,-0.008781182,0.14626129,9.203693,0.770788
5053277031719,-0.22372922,-0.050625417,-0.013057235,0.14626129,9.203693,0.770788
5053279568073,-0.23426664,-0.052458014,-0.013668099,0.14626129,9.203693,0.770788
5053282104427,-0.24228424,-0.054290608,-0.014278964,0.16061822,9.270692,0.7516454
5053284640781,-0.2522108,-0.057344932,-0.013057235,0.1486541,9.3664055,0.74446696
5053287177084,-0.2583958,-0.060399257,-0.013668099,0.1271187,9.445368,0.77796644
5053289713490,-0.26519167,-0.06101012,-0.011835505,0.1271187,9.445368,0.77796644
5053292249792,-0.26763514,-0.06345358,-0.008781182,0.16779669,9.588938,0.86171526
5053294786198,-0.268246,-0.06406444,-0.010002911,0.16779669,9.588938,0.86171526
5053297322500,-0.26458082,-0.066507906,-0.008781182,0.14147563,9.703794,0.97896355
5053299858854,-0.26396993,-0.06772963,-0.008781182,0.14147563,9.703794,0.97896355
5053302395209,-0.25717407,-0.07078396,-0.0075594517,0.15583257,9.809077,1.0220344
5053304931563,-0.2522108,-0.07139482,-0.0075594517,0.1486541,9.952646,1.067498
5053307467917,-0.24846925,-0.074449144,-0.0075594517,0.17497516,10.000504,1.067498
5053310004271,-0.24167338,-0.075670876,-0.006948587,0.1582254,10.07468,1.0866406
5053312540625,-0.2367101,-0.07811433,-0.008781182,0.1582254,10.07468,1.0866406
5053315076979,-0.2286925,-0.081779525,-0.009392046,0.16061822,10.148858,1.0842477
5053317613334,-0.22189663,-0.08300125,-0.01244637,0.16779669,10.206285,1.0794622
5053320149688,-0.21510077,-0.084833845,-0.015500694,0.17258233,10.244571,1.0627123
5053322686042,-0.20769402,-0.0891099,-0.017944153,0.17497516,10.342677,1.0579267
5053325222396,-0.20021093,-0.08972076,-0.020998476,0.17497516,10.342677,1.0579267
5053327758750,-0.1928042,-0.09338595,-0.0240528,0.15104693,10.385748,1.0244272
5053330295104,-0.1847866,-0.09521855,-0.027107125,0.15104693,10.385748,1.0244272
5053332831459,-0.17799072,-0.09705114,-0.03138318,0.15583257,10.397712,1.0220344
5053335367813,-0.17302746,-0.0994946,-0.032604907,0.12472588,10.402497,1.0172487
5053337904167,-0.16562071,-0.101327196,-0.035048366,0.12472588,10.402497,1.0172487
5053340440521,-0.15752676,-0.10193806,-0.03810269,0.1055833,10.402497,1.0100702
5053342976875,-0.15134175,-0.10315979,-0.037491824,0.0840479,10.407283,1.0028918
5053345513229,-0.14271328,-0.10438152,-0.03810269,0.057726845,10.368998,1.0100702
5053348049584,-0.13652828,-0.10560325,-0.038713556,0.03379862,10.364212,1.0507482
5053350585938,-0.12789981,-0.10621411,-0.03810269,0.03379862,10.364212,1.0507482
5053353122292,-0.11980586,-0.10621411,-0.03810269,0.048155557,10.333105,1.067498
5053355658646,-0.11491894,-0.107435845,-0.03810269,0.021834506,10.323534,1.0962119
5053358195000,-0.10682498,-0.107435845,-0.037491824,0.021834506,10.323534,1.0962119
5053360731354,-0.101250835,-0.10804671,-0.037491824,0.024227329,10.280463,1.0986047
5053363267709,-0.09880738,-0.109268434,-0.039935283,0.019441685,10.261321,1.093819
5053365804063,-0.0956767,-0.10804671,-0.03810269,0.029012974,10.266107,1.0914263
